,_id,title,keywords,fos,abstract
56338,53e9aa32b7602d970339fa47,Geographic location and the diffusion of Internet technology,"['adoption', 'industry composition theory', 'urban area', 'new frontier technology', 'internet network', 'global village theory', 'geographic boundary', 'commercial internet use', 'frontier internet technology', 'economic analysis', 'electronic commerce', 'urban density theory', 'internet', 'internet technology', 'geographic location']","['Sociology of the Internet', 'Urban density', 'Geographic distribution', 'Economics', 'Location', 'Economies of agglomeration', 'Economic geography', 'Internet use', 'Frontier', 'Marketing', 'The Internet']","This study examines the sources of geographic variance in commercial Internet use. Until now, two opposing views have been argued on the relationship between Internet technology and economic agglomeration. One view, which we term global village theory, asserts that Internet technology helps lower communication costs and break down geographic boundaries between firms. The other view, labeled urban density theory, argues that the Internet follows a traditional pattern of diffusion - diffusing first through urban areas with complementary technical and knowledge resources that lower the costs of investing in new frontier technology. We provide a third view, industry composition theory, that asserts that demand for the Internet is increasing in location size because of the concentration of information-intensive firms in urban areas. We offer hard evidence on factors influencing the dispersion of Internet technology to businesses. We find no evidence for urban density theory in the diffusion of basic access and participation in the Internet network. We do find some evidence supporting global village theory for diffusion along this dimension. We also find that the pattern of adoption of frontier Internet technologies supports urban density theory not global village theory. Last, we show that business use of the Internet is significantly shaped by the prior geographic distribution of industry."
56417,53e9aa3ab7602d97033a6dcd,Inventory models with unreliable suppliersin a random environment,"['Stochastic Process', 'Production System', 'Inventory System', 'Inventory Model', 'Fixed Cost']","['Mathematical optimization', 'Economics', 'Mathematical economics', 'Inventory theory', 'Markov chain', 'Fixed cost', 'Stochastic process', 'Inventory system', 'Periodic graph (geometry)', 'Theory of computation', 'Random environment']","We consider infinite-horizon periodic-review inventory models with unreliable supplierswhere the demand, supply and cost parameters change with respect to a randomly changingenvironment. Although our analysis will be in the context of an inventory model, it is alsoappropriate for production systems with unreliable machines where planning is done ona periodic basis. It is assumed that the environmental process follows a Markov chain.The stock-flow equations of the inventory system subject to environmental fluctuations isrepresented using a two-dimensional stochastic process. We show that an environment-dependentorder-up-to level (i.e., base-stock) policy is optimal when the order cost is linearin order quantity. When there is also a fixed cost of ordering, we show that a two-parameterenvironment-dependent (s, S) policy is optimal under reasonable conditions. We also discusscomputational issues and some extensions."
56696,53e9aa4fb7602d97033bf622,Advanced indicators of productivity of universitiesAn application of robust nonparametric methods to Italian data.,"['Data Envelopment Analysis', 'Efficiency Score', 'Italian System', 'Nonparametric Methodology', 'Educational Efficiency']","['Economics', 'Simar', 'Bibliometric analysis', 'Public research', 'Operations research', 'Nonparametric statistics', 'Data envelopment analysis', 'Industrial organization', 'Higher education', 'Economies of scale', 'Scientific method']","This paper explores scale, scope and trade -off effects in scientific research and education. External conditions may dramatically affect the measurement of performance. We apply the DARAIO & SIMAR 's (2005) nonparametric methodology to robustly take into account these factors and decompose the indicators of productivity accordingly. From a preliminary investigation on the Italian system of universities, we find that economies of scale and scope are not significant factors in explaining research and education productivity. We do not find any evidence of the trade -off research vs teaching. About the trade -off academic publications vs industry oriented research, it seems that, initially, collaborati on with industry may improve productivity, but beyond a certain level the compliance with industry expectations may be too demanding and deteriorate the publication profile. Robust nonparametric methods in efficiency analysis are shown as useful tools for measuring and explaining the performance of a public research system of universities."
56789,53e9aa5cb7602d97033c948e,Contagion and coordination in random networks,"['contagion · coordination games · scale-free networks · mean-field theory', 'scale free networks', 'scale free network', 'coordination games', 'mean field theory', 'social network', 'coordination game', 'best response dynamics']","['Coordination game', 'Economics', 'Social network', 'Risk dominance', 'Existential quantification', 'Microeconomics', 'Scale-free network', 'Mean field theory']","We study the problem of spreading a particular behavior among agents located in a random social network. In each period of time, neighboring agents interact strategically playing a 2   2 coordination game. Assuming myopic best-response dynamics, we show that there exists a threshold for the degree of risk dominance of an action such that below that threshold, contagion of the action occurs. This threshold depends on the connectivity distribution of the network. Based on this, we show that the well-known scale-free networks do not always properly support this type of contagion, which is better accomplished by more intermediate variance networks."
56993,53e9aa67b7602d97033dd816,Bundling Equilibrium in Combinatorial auctions,"['C72', 'D44', 'D78']","['Economic efficiency', 'Vickrey auction', 'Mathematical economics', 'Economics', 'Combinatorial auction', 'Communication complexity', 'Common value auction', 'Equilibrium selection', 'Bidding', 'Double auction']","This paper analyzes ex post equilibria in the VCG combinatorial auctions. If Σ is a family of bundles of goods, the organizer may restrict the bundles on which the participants submit bids, and the bundles allocated to them, to be in Σ. The Σ-VCG combinatorial auctions obtained in this way are known to be truth-telling mechanisms. In contrast, this paper deals with non-restricted VCG auctions, in which the buyers choose strategies that involve bidding only on bundles in Σ, and these strategies form an equilibrium. We fully characterize those Σ that induce an equilibrium in every VCG auction, and we refer to the associated equilibrium as a bundling equilibrium. The main motivation for studying all these equilibria, and not just the domination equilibrium, is that they afford a reduction of the communication complexity. We analyze the tradeoff between communication complexity and economic efficiency of bundling equilibrium."
57120,53e9aa73b7602d97033e8c71,Dynamic Portfolio Optimization with Transaction Costs: Heuristics and Dual Bounds,"['stochastic dynamic program', 'dynamic portfolio optimization', 'information relaxation', 'dual bounds', 'easy-to-compute heuristic trading strategy', 'portfolio constraint', 'nonzero transaction cost', 'optimal trading strategy', 'perfect information', 'heuristic strategy', 'advance information', 'transaction costs', 'dynamic programming', 'portfolio optimization']","['Trading strategy', 'Dynamic programming', 'Heuristic', 'Mathematical optimization', 'Economics', 'Upper and lower bounds', 'Portfolio', 'Heuristics', 'Portfolio optimization', 'No-arbitrage bounds']","We consider the problem of dynamic portfolio optimization in a discrete-time, finite-horizon setting. Our general model considers risk aversion, portfolio constraints (e.g., no short positions), return predictability, and transaction costs. This problem is naturally formulated as a stochastic dynamic program. Unfortunately, with nonzero transaction costs, the dimension of the state space is at least as large as the number of assets, and the problem is very difficult to solve with more than one or two assets. In this paper, we consider several easy-to-compute heuristic trading strategies that are based on optimizing simpler models. We complement these heuristics with upper bounds on the performance with an optimal trading strategy. These bounds are based on the dual approach developed in Brown et al. (Brown, D. B., J. E. Smith, P. Sun. 2009. Information relaxations and duality in stochastic dynamic programs. Oper. Res. 58(4) 785--801). In this context, these bounds are given by considering an investor who has access to perfect information about future returns but is penalized for using this advance information. These heuristic strategies and bounds can be evaluated using Monte Carlo simulation. We evaluate these heuristics and bounds in numerical experiments with a risk-free asset and 3 or 10 risky assets. In many cases, the performance of the heuristic strategy is very close to the upper bound, indicating that the heuristic strategies are very nearly optimal. This paper was accepted by Dimitris Bertsimas, optimization."
57169,53e9aa74b7602d97033ed935,Discount pricing decisions in distribution channels with price-sensitive demand,"['Distribution channels', 'Vendor–buyer models', 'Quantity and volume discounts', 'Inventory']","['Economics', 'Microeconomics', 'Price elasticity of demand', 'Vendor', 'Equilibrium point', 'Communication channel', 'Stackelberg competition', 'Discount policy']","In this paper, we evaluate the effectiveness of quantity discounts and volume discounts as coordination mechanisms in distribution channels with demand that is price-sensitive. We consider a single-vendor, single-retailer, distribution channel. Demand for the product arises only at the retailer. The demand faced by the retailer is assumed to be deterministic, but price elastic. The retailer in turn buys the product from the vendor. The vendor and the retailer act independently and rationally, each maximizing their own respective profit. The equilibrium point that specifies the vendor’s and buyer’s inventory and pricing policy is determined by the solution to a Stackelberg game. We consider the cases when quantity discount and volume discount respectively are offered. We develop methods to determine the optimal discount policy for these cases. We then consider the case where both volume and quantity discounts are offered simultaneously, and develop a method to determine the optimal simultaneous discount offer. The relative performance of the alternative discount schemes is then evaluated through a numerical study. The results of the study demonstrate that the effectiveness of volume discount as a coordination mechanism is higher when the sensitivity of demand to price changes is higher. The effectiveness of quantity discount, on the other hand, is higher with lower price sensitivity of demand. Finally, the results also demonstrate that perfect coordination is achieved when volume and quantity discounts are offered simultaneously."
57342,53e9aa86b7602d97033fe90c,Computing Power Indices for Large Voting Games,"['voting body', 'voting weight', 'approximate method', 'large voting games', 'exact method', 'large game', 'different number', 'different member', 'new method', 'voting power index', 'power index', 'computing power indices', 'game theory', 'weighted voting', 'indexation', 'voting']","['Small number', 'Legislature', 'Empirical game theory', 'Economics', 'Mathematical economics', 'Voting', 'Anti-plurality voting', 'Weighted voting', 'Cardinal voting systems', 'Condorcet method']","Voting power indices enable the analysis of the distribution of power in a legislature or voting body in which different members have different numbers of votes. Although this approach to the measurement of power has been known for a long time, its application to large games has been limited by the difficulty of computing these indices. This paper presents a new method for computing power indices that combines exact methods with an approximate method due to Owen. This method is of most utility in situations where the number of players is large and the voting weights are concentrated in the hands of a small number of members."
57358,53e9aa87b7602d9703400054,Category Management and Coordination in Retail Assortment Planning in the Presence of Basket Shopping Consumers,"['decentralized regime', 'assigned category', 'basket profit', 'category management', 'retail assortment planning', 'multiple merchandise category', 'basket shopping consumers', 'centralized regime', 'category decision', 'basket shopping consumer', 'category manager', 'multiple category', 'game theory', 'optimization', 'profitability', 'point of sale']","['Duopoly', 'Economics', 'Benefice', 'Category management', 'Microeconomics', 'Assortment planning', 'Game theory', 'Product (business)', 'Profit (economics)']","This paper studies the assortment planning problem with multiple merchandise categories and basket shopping consumers (i.e., consumers who desire to purchase from multiple categories). We present a duopoly model in which retailers choose prices and variety level in each category and consumers make their store choice between retail stores and a no-purchase alternative based on their utilities from each category. The common practice of category management (CM) is an example of a decentralized regime for controlling assortment because each category manager is responsible for maximizing his or her assigned category's profit. Alternatively, a retailer can make category decisions across the store with a centralized regime. We show that CM never finds the optimal solution and provides both less variety and higher prices than optimal. In a numerical study, we demonstrate that profit loss due to CM can be significant. Finally, we propose a decentralized regime that uses basket profits, a new metric, rather than accounting profits. Basket profits are easily evaluated using point-of-sale data, and the proposed method produces near-optimal solutions."
57535,53e9aa95b7602d970340fa6b,Universal Portfolios With and Without Transaction Costs,"['constant-rebalanced portfolios', 'on-line investment strategy', 'simple analysis', 'constant rebalanced portfolio', 'simple randomized implementation', 'fixed percentage transaction cost', 'competitive analysis', 'regret bounds', 'constant rebalanced portfolio determinedin', 'statistical language model', 'transaction costs', 'universal portfolios', 'universal algorithm', 'investment strategy', 'transaction cost', 'investment strategies']","['Econometrics', 'Transaction cost', 'Economics', 'Commission', 'Investment strategy', 'Portfolio', 'Stock (geology)', 'Hindsight bias', 'Language model', 'Competitive analysis']","A constant rebalanced portfolio is an investment strategy which keepsthe same distribution of wealth among a set of stocks from period to period.Recently there has been work on on-line investment strategies thatare competitive with the best constant rebalanced portfolio determinedin hindsight (Cover, 1991, 1996&semi; Helmbold et al., 1996&semi; Cover & Ordentlich, 1996a, 1996b&semi; Ordentlich & Cover, 1996). For the universal algorithm of Cover (Cover, 1991),we provide a simple analysis which naturallyextends to the case of a fixed percentage transaction cost (commission ), answering a question raised in (Cover, 1991&semi; Helmbold et al., 1996&semi; Cover & Ordentlich, 1996a, 1996b&semi; Ordentlich & Cover, 1996&semi; Cover, 1996). In addition, we present a simple randomized implementation that is significantly faster in practice. We conclude by explaining how these algorithms can be applied to other problems, such as combining the predictions of statistical language models, where the resulting guarantees are more striking."
57710,53e9aaa9b7602d97034219ce,An EOQ model with delay in payments and time varying deterioration rate.,"['Inventory', 'Time-varying deterioration', 'Time-varying demand', 'Delay in payments']","['Econometrics', 'Economics', 'Economic order quantity', 'Deterioration rate', 'Purchasing', 'Payment']","This article deals with an EOQ (Economic Order Quantity) model for finite replenishment rate where demand and deterioration rate are both time-dependent. In this model, the retailers are allowed a trade-credit offer by the suppliers to buy more items with different discount rates on the purchasing costs. During the credit period, the retailers can earn more by selling their products. The interest on purchasing cost is charged for the delay of payment by the retailers. Some of the items may deteriorate in the course of time. In this regard, the author develops an EOQ model for time varying deterioration rate. The profit function of the model is maximized. Finally, a numerical example and graphical illustrations are used to illustrate the model."
57720,53e9aaa9b7602d9703422758,Competition and Outsourcing with Scale Economies.,"['time-sensitive demand', 'reasonably general condition', 'higher price', 'scale economies', 'face scale economy', 'fixed-ordering cost', 'higher market share', 'economic order quantity game', 'general framework', 'scale economy', 'lower cost firm', 'service provider', 'queuing', 'service operations', 'production process', 'economic order quantity', 'economies of scale', 'market share', 'nash equilibrium']","['Economics', 'Economies of agglomeration', 'Coproduction', 'Economic order quantity', 'Microeconomics', 'Outsourcing', 'Service provider', 'Nash equilibrium', 'Market share', 'Economies of scale']","Scale economies are commonplace in operations, yet because of analytical challenges, relatively little is known about how firms should compete in their presence. This paper presents a model of competition between two firms that face scale economies; (i.e., each firm's cost per unit of demand is decreasing in demand). A general framework is used, which incorporates competition between two service providers with price- and time-sensitive demand (a queuing game), and competition between two retailers with fixed-ordering costs and pricesensitive consumers (an Economic Order Quantity game). Reasonably general conditions are provided under which there exists at most one equilibrium, with both firms participating in the market. We demonstrate, in the context of the queuing game, that the lower cost firm in equilibrium may have a higher market share and a higher price, an enviable situation. We also allow each firm to outsource their production process to a supplier. Even if the supplier's technology is no better than the firms' technology and the supplier is required to establish dedicated capacity (so the supplier's scale can be no greater than either firm's scale), we show that the firms strictly prefer to outsource. We conclude that scale economies provide a strong motivation for outsourcing that has not previously been identified in the literature."
57775,53e9aaa9b7602d97034277ef,Forecasting and operational research: a review,"['logistics', 'communications technology', 'investment', 'information systems', 'forecasting', 'location', 'management science', 'information technology', 'operational research', 'computer science', 'reliability', 'production', 'marketing', 'project management', 'operations research', 'inventory', 'scheduling']","['Customer relationship management', 'Information system', 'Economics', 'Demand forecasting', 'Information technology', 'Operations research', 'Purchasing', 'Information and Communications Technology', 'Supply chain', 'Project management']","From its foundation, operational research (OR) has made many substantial contributions to practical forecasting in organizations. Equally, researchers in other disciplines have influenced forecasting practice. Since the last survey articles in JORS, forecasting has developed as a discipline with its own journals. While the effect of this increased specialization has been a narrowing of the scope of OR's interest in forecasting, research from an OR perspective remains vigorous. OR has been more receptive than other disciplines to the specialist research published in the forecasting journals, capitalizing on some of their key findings. In this paper, we identify the particular topics of OR interest over the past 25 years. After a brief summary of the current research in forecasting methods, we examine those topic areas that have grabbed the attention of OR researchers: computationally intensive methods and applications in operations and marketing. Applications in operations have proved particularly important, including the management of inventories and the effects of sharing forecast information across the supply chain. The second area of application is marketing, including customer relationship management using data mining and computer-intensive methods. The paper concludes by arguing that the unique contribution that OR can continue to make to forecasting is through developing models that link the effectiveness of new forecasting methods to the organizational context in which the models will be applied. The benefits of examining the system rather than its separate components are likely to be substantial."
57844,53e9aab0b7602d970342f6c1,"Capacity Acquisition, Subcontracting, and Lot Sizing.","['lot sizing', 'subcontracting subproblems', 'optimal capacity decision', 'capacity acquisition', 'demand forecast', 'subcontracting decision', 'insufficient capacity', 'present capacity acquisition model', 'production capacity planning', 'excess capacity', 'nonstationary demand', 'sequence ofconstant capacity lot-sizing', 'demand forecasting', 'extreme point', 'polynomial time', 'algorithms', 'satisfiability']","['Mathematical optimization', 'Polynomial time complexity', 'Economics', 'Telecommunications network', 'Staffing', 'Capacity utilization', 'Operations research', 'Capacity planning', 'Sizing', 'Finite horizon', 'restrict']","The fundamental question encountered in acquiring capacity to meet nonstationary demand over a multiperiod horizon is how to balance the trade-off between having insufficient capacity in some periods and excess capacity in others. In the former situation, part of the demand is subcontracted while, in the latter, capacity that has been paid for is rendered idle. Capacity and subcontracting decisions arise in many economic activities ranging from production capacity planning in semiconductor fabs to leasing communication networks, from transportation contracts to staffing of call centers. In this paper, we investigate the trade-offs between acquiring capacity, subcontracting, production, and holding inventory to satisfy nonstationary demand over a finite horizon. We present capacity acquisition models with holding and without holding inventory and identifyforecast-robust properties of the models that restrict the dependence of optimal capacity decisions on the demand forecasts. We develop algorithms for numerous practical cost structures involving variable and fixed charges and prove that they all have polynomial time complexity. For models with inventory, we solve a sequence ofconstant capacity lot-sizing and subcontracting subproblems, which is also of independent interest."
57976,53e9aabdb7602d970343a4f5,A Larger Slice or a Larger Pie? An Empirical Investigation of Bargaining Power in the Distribution Channel,"['distribution channel', 'bargaining power', 'nash bargaining solution', 'manufacturer bargaining power', 'empirical investigation', 'relative power', 'larger pie', 'bargaining position', 'channel profitability', 'power shift', 'consumer demand', 'channel member', 'larger slice', 'proposed bargaining model', 'econometric models', 'competitive strategy']","['Economics', 'Bargaining power', 'Microeconomics', 'Competitive advantage', 'Econometric model', 'Communication channel', 'Profitability index', 'Bargaining problem', 'Negotiation', 'Profit (economics)']","This research aims to provide insights into the determinants of channel profitability and the relative power in the channel by considering consumer demand and the interactions between manufacturers and retailers in an equilibrium model. We use the Nash bargaining solution to determine wholesale prices and thus how margins are split in the channel. Equilibrium margins are a function of demand primitives and of retailer and manufacturer bargaining power. Bargaining power is itself a function of exogenous retail and manufacturer characteristics. The parties' bargaining positions are determined endogenously from the estimated substitution patterns on the demand side. The more they have to lose in a negotiation relative to an outside option, the weaker the bargaining position. We use the proposed bargaining model to investigate the role of the three main factors that have been blamed for the power shift from manufacturers to retailers in recent years (firm-size increases, store-brand introductions, and service-level differentiation). In our empirical analysis of the German market for coffee, we find that bargaining power varies among the different manufacturer-retailer pairs. This result suggests that bargaining power is not an inherent characteristic of a firm but rather depends on the negotiation partner. We are able to confirm empirically previous theoretical findings that there can be cases where the slice of the pie that goes to one of the channel members may decrease, but the overall pie increases and compensates for the smaller share of profits."
58003,53e9aabdb7602d970343d201,An Inverse-Optimization-Based Auction Mechanism to Support a Multiattribute RFQ Process,"['minimum-cost bid', 'inverse-optimization-based auction mechanism', 'nonprice attribute', 'last round', 'final round', 'different scoring rule', 'multiattribute rfq process', 'myopic best-response bid', 'cost function', 'multiround open-ascending auction mechanism', 'earlier round', 'open-ascending format', 'working paper', 'mechanism design', 'scoring rule']","['English auction', 'Vickrey auction', 'Economics', 'Eauction', 'Microeconomics', 'Operations research', 'Auction theory', 'Vickrey–Clarke–Groves auction', 'Revenue equivalence', 'Auction algorithm', 'Reverse auction']","We consider a manufacturer who uses a reverse, or procurement, auction to determine which supplier will be awarded a contract. Each bid consists of a price and a set of nonprice attributes (e.g., quality, lead time). The manufacturer is assumed to know the parametric form of the suppliers' cost functions (in terms of the nonprice attributes), but has no prior information on the parameter values. We construct a multiround open-ascending auction mechanism, where the manufacturer announces a slightly different scoring rule (i.e., a function that ranks the bids in terms of the price and nonprice attributes) in each round. Via inverse optimization, the manufacturer uses the bids from the first several rounds to learn the suppliers' cost functions, and then in the final round chooses a scoring rule that attempts to maximize his own utility. Under the assumption that suppliers submit their myopic best-response bids in the last round, and do not distort their bids in the earlier rounds (i.e., they choose their minimum-cost bid to achieve any given score), our mechanism, indeed, maximizes the manufacturer's utility within the open-ascending format. We also discuss several enhancements that improve the robustness of our mechanism with respect to the model's informational and behavioral assumptions."
58040,53e9aac3b7602d9703440f94,The effects of shilling on final bid prices in online auctions,"['final selling price', 'auctions', ""winner's curse."", 'premium bid', 'ebay auction', 'final bid price', 'reserve price shilling', 'premium bidding', 'econometric analysis', 'weighted least squares', 'final price', 'economics', 'internet auctions', 'winner’s curse', 'internet fraud', 'online auction', 'price-to-average selling price ratio', 'reserve price shill bid', 'concurrent auction', 'e-markets', 'auction house fee', 'regression model', 'winner s curse']","['Bid shading', 'English auction', 'Auction sniping', 'Economics', 'Unique bid auction', 'Microeconomics', 'Dutch auction', 'Generalized second-price auction', 'Common value auction', 'Proxy bid']","An increasing number of reports of online auction fraud are of growing concern to auction operators and participants. In this research, we discuss reserve price shilling, where a bidder shills in order to avoid paying auction house fees, rather than to drive up the price of the final bid. We examine the effect that premium bids have upon the final selling price, since they are linked with reserve price shill bids. We use 10,260 eBay auctions during April 2001, and identify 919 auctions involving 322 sellers and 1583 bidders involved in concurrent auctions for the exact same item. We find that premium bidding occurs 23% of the time, in 263 of the 919 auctions. Using a theoretical perspective involving valuation signals, we show that other bidders may view high bids as signals that an item is worth more. Thus, they may be willing to pay more for the items than others that do not receive premium bids. The implications are disturbing in that sellers may be more motivated to enter a shill bid in order to drive up the final price in an online auction. We also examine and report on alternative hypotheses involving winner's curse and the possibility of reserve price shill bids. Our results are developed in the context of a weighted least squares regression model that predicts an item selling price-to-average selling price ratio."
58078,53e9aac3b7602d97034441be,Combinatorial auctions with decreasing marginal utilities,"['decreasing marginal utilities', 'd44', 'combinatorial auctions', 'c44', 'winner determination', 'combinatorial auction', 'satisfiability']","['Approximation algorithm', 'Mathematical economics', 'Economics', 'Combinatorial auction', 'Computer science', 'Microeconomics', 'Submodular set function', 'Common value auction', 'Singleton', 'Hierarchy', 'Valuation (finance)']","In most of microeconomic theory, consumers are assumed to exhibit decreasing marginal utilities. This paper considers combinatorial auctions among such submodular buyers. The valuations of such buyers are placed within a hierarchy of valuations that exhibit no complementarities, a hierarchy that includes also OR and XOR combinations of singleton valuations, and valuations satisfying the gross substitutes property. Those last valuations are shown to form a zero-measure subset of the submodular valuations that have positive measure. While we show that the allocation problem among submodular valuations is NP-hard, we present an efficient greedy 2-approximation algorithm for this case and generalize it to the case of limited complementarities. No such approximation algorithm exists in a setting allowing for arbitrary complementarities. Some results about strategic aspects of combinatorial auctions among players with decreasing marginal utilities are also presented."
58126,53e9aacab7602d97034499f3,Measuring Firm Performance at the Network Level: A Nomology of the Business Impact of Digital Supply Networks,"['individual firm performance', 'firm performance', 'network performance', 'networked organizational performance', 'dependent measure', 'digital supply network', 'dyadic view', 'electronic interaction', 'empirical validation', 'entire network', 'Business Impact', 'Digital Supply Networks', 'Measuring Firm Performance', 'Network Level']","['Electronic business', 'Economics', 'Organizational performance', 'Goods and services', 'Information technology', 'Knowledge management', 'Business impact', 'Supply chain', 'E-commerce', 'Marketing', 'Network performance']","For decades, information technology has been posited to have a major impact on firm performance. Investigations into this line of inquiry have almost always used constructs related to individual firm performance as their dependent measures, an approach that made sense under historical economic conditions. In recent years, however, value chains are giving way to digital supply networks with electronic interactions between tiers in the flow of goods and services. Such an environment makes it imperative to develop sophisticated measures of the performance of entire networks of firms, as opposed to individual firm performance. Using game-theoretic concepts, this paper explores several dimensions of networked organizational performance as a construct, as a set of measures, and as a construct within a nomology. It describes a program of research in which some empirical validation has already been completed and other work is now underway. We first validate measures for a dyadic view of network performance, followed by an n-firm perspective."
58216,53e9aad1b7602d97034505e2,An EOQ model for deteriorating items with time varying demand and partial backlogging,"['finite time horizon', 'deteriorating items', 'time-varying demand', 'partial backlogging', 'inventory control']","['Economics', 'Mathematical economics', 'Mathematical optimization', 'Waiting time', 'Economic order quantity', 'Inventory control', 'Finite horizon', 'Economic shortage']","In the classical economic order quantity model, it is often assumed that the shortages are either completely backlogged or completely lost. However, in some inventory systems, it is more reasonable to assume that the backlogging rate is dependent on the length of the waiting time for the next replenishment. The longer the waiting time is, the smaller the backlogging rate would be. In this paper, we focus on the effect of the backlogging rate on the economic order quantity decision. Numerical examples are presented to illustrate the model."
58231,53e9aad2b7602d9703451f0a,"Outsourcing, bureaucracy and public value: Reappraising the notion of the “contract state”","['Outsourcing', 'Contract state', 'e-Government']","['Economics', 'Public service', 'Impartiality', 'Public relations', 'Outsourcing', 'Marketization', 'Public value', 'Public sector', 'Knowledge process outsourcing', 'Bureaucracy']","Large-scale outsourcing of information technology in the U.K. public sector – the NHS, the Inland Revenue, and the Department of Social Security over the years – raises a number of critical issues not just for how outsourcing can be conducted in public sector contexts but also about the efficacy of such arrangements in terms of enforcement of democratic values. We argue that marketization's target may well be bureaucracy, but the organizational form is a repository for democratic, civic, and public service values that can be eroded through how outsourcing has been conducted. The call for a reevaluation and the case for a distinctive public services management ethos are made if such values as equality, impartiality, communal good and public service are to be pursued and delivered. Selective outsourcing is revealed as effective – together with much needed rebuilding of internal capabilities – in keeping control of IT destiny, delivering on public service requirements, and managing external supply. The U.K. experience, we suggest, provides salutary learning for public services in other developed economies."
58340,53e9aadfb7602d970345cbb7,Multiattribute Preference Analysis with Performance Targets,"['approach yields preference function', 'performance targets', 'target-oriented preference condition', 'reliability concept', 'multiobjective decision', 'resource allocation decision', 'target-oriented approach', 'controversial regulated environment', 'conventional multiattribute utility function', 'multiattribute preference analysis', 'common form', 'preference function', 'mathematical programming', 'decision analysis', 'goal programming', 'new product development', 'resource allocation', 'failure mode']","['Preference function', 'Decision analysis', 'Preference analysis', 'Economics', 'Resource allocation', 'Goal programming', 'Decision field theory', 'Management science', 'Reliability theory', 'New product development']","This paper develops an approach based on performance targets to assess a preference function for a multiobjective decision under uncertainty. This approach yields preference functions that are strategically equivalent to conventional multiattribute utility functions, but the target-oriented approach is more natural for some classes of decisions. In some situations, the target-oriented preference conditions are analogous to reliability theory conditions for series or parallel failure modes in a system. In such cases, reinterpreting the conditions using reliability concepts can be useful in assessing the preference function. The target-oriented approach is also a generalization of common forms of goal programming. The approach has particular applicability for resource allocation decisions where the outcome of the decision is significantly determined by the actions of other stakeholders to the decision, such as new product development or decision making in a controversial regulated environment."
58378,53e9aadfb7602d970345fb13,Revenue maximization with a single sample,"['arbitrary downward-closed single-parameter environment', 'indistinguishable bidder', 'general condition', 'expected optimal welfare', 'general result concern', 'general single-parameter setting', 'single sample', 'general setting', 'valuation distribution', 'unknown valuation distribution', 'attribute-dependent valuation distribution', 'revenue maximization', 'mechanism design', 'auctions', 'satisfiability', 'hazard rate']","['Single sample', 'Economics', 'Reservation price', 'Microeconomics', 'A priori and a posteriori', 'Common value auction', 'Auction theory', 'Welfare', 'Valuation (finance)', 'Revenue', 'Revenue maximization', 'Mathematical economics', 'Mechanism design', 'Revenue equivalence']","We design and analyze approximately revenue-maximizing auctions in general single-parameter settings. Bidders have publicly observable attributes, and we assume that the valuations of indistinguishable bidders are independent draws from a common distribution. Crucially, we assume all valuation distributions are a priori unknown to the seller. Despite this handicap, we show how to obtain approximately optimal expected revenue - nearly as large as what could be obtained if the distributions were known in advance - under quite general conditions. Our most general result concerns arbitrary downward-closed single-parameter environments and valuation distributions that satisfy a standard hazard rate condition. We also assume that no bidder has a unique attribute value, which is obviously necessary with unknown and attribute-dependent valuation distributions. Here, we give an auction that, for every such environment and unknown valuation distributions, has expected revenue at least a constant fraction of the expected optimal welfare (and hence revenue). A key idea in our auction is to associate each bidder with another that has the same attribute, with the second bidder's valuation acting as a random reserve price for the first. Conceptually, our analysis shows that even a single sample from a distribution - the second bidder's valuation - is sufficient information to obtain near-optimal expected revenue, even in quite general settings."
58447,53e9aae6b7602d9703467f30,ICT clusters in Europe The great central banana and the small Nordic potato,"['Information and communication technology', 'ICT', 'Centrifugal', 'Centripetal', 'Convergence', 'Divergence', 'Clustering', 'Concentration', 'Production', 'Technology', 'Trade', 'European Union', 'EU', 'New Economy', 'Weightless economy']","['Cluster (physics)', 'Economics', 'New economy', 'Manufacturing', 'Distribution system', 'Economic geography', 'Economy', 'Information and Communications Technology', 'Metropolitan area', 'Eu countries', 'European union']","We analyse the clustering of European ICT activities. Our focus is primarily on the ICT manufacturing industries in the EU countries. We find a clear and intensifying concentration tendency of ICT-related production and R&D. As a rule, originally specialized countries have become more so. In terms of export specialization, however, countries have become more similar. This may be a consequence of new production modes and distribution systems in the sector. Mapping of ICT businesses by postal code reveals two blocs of European ICT activity. The larger central bloc begins in the greater London area and proceeds via Randstad through Germany’s industrial heartland and ends in northern Italy. The smaller Scandinavian bloc covers the Helsinki and Stockholm metropolitan areas. Our empirical investigation shows a notable country-level specialization in ICT, but businesses within the EU are concentrated into spatial clusters that do not respect national borders."
